Name1,GHR-webpage1,frequency1,Description1,,Related-gene-list1,,,Synonym-list1,Db-key-list1,key1,reviewed1,published,,,,
,,,,,,,,"glucosylceramidase deficiency",GTR,C1856491,,,,,,
,,,,,,,,"glucosylceramide beta-glucosidase deficiency",db,key,,,,,,
,,,,,,,,"glucosylceramide lipidosis",GTR,C1856492,,,,,,
,,,html:p,,,,,"kerasin histiocytosis",db,key,,,,,,
,,,,,,,,"kerasin lipoidosis",GTR,C1961835,,,,,,
,,,,,,,,"kerasin thesaurismosis",db,key,,,,,,
,,,,,,,,"lipoid histiocytosis (kerasin type)",GeneReviews,gaucher,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,ICD-10-CM,E75.22,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,MeSH,D005776,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,230800,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,230900,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,231000,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,OMIM,231005,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,355,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,2072,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",12246008,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",190794006,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",5963005,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",62201009,,,,,,
"Geleophysic dysplasia",https://ghr.nlm.nih.gov/condition/geleophysic-dysplasia,"Geleophysic dysplasia is a rare disorder whose prevalence is unknown. More",html:p,"autosomal recessive",,ADAMTSL2,https://ghr.nlm.nih.gov/gene/ADAMTSL2,"geleophysic dwarfism",db,key,2009-12,2017-12-29,,,,
,,"than 30 affected individuals have been reported.",,,related-gene,gene-symbol,ghr-page,,GTR,C3280054,,,,,,
,,,,,,FBN1,https://ghr.nlm.nih.gov/gene/FBN1,,db,key,,,,,,
,,,html:p,,,,,,GeneReviews,geleophys-dysp,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D009139,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D017880,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,OMIM,231050,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,614185,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,2623,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",28557005,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Generalized arterial calcification of infancy",https://ghr.nlm.nih.gov/condition/generalized-arterial-calcification-of-infancy,"The prevalence of GACI has been estimated to be about 1 in 391,000. At",html:p,"autosomal recessive",,ABCC6,https://ghr.nlm.nih.gov/gene/ABCC6,"arteriopathia calcificans infantum",db,key,2015-01,2017-12-29,,,,
,,"least 200 affected individuals have been described in the medical literature.",,,related-gene,gene-symbol,ghr-page,"diffuse arterial calcifying elastopathy of infancy",GTR,C3276161,,,,,,
,,,,,,ENPP1,https://ghr.nlm.nih.gov/gene/ENPP1,GACI,db,key,,,,,,
,,,,,,,,"idiopathic infantile arterial calcification",GeneReviews,gaci,,,,,,
,,,,,,,,"idiopathic obliterative arteriopathy",db,key,,,,,,
,,,,,,,,IIAC,MeSH,D061205,,,,,,
,,,,,,,,"infantile calcifying arteriopathy",db,key,,,,,,
,,,,,,,,"medial coronary sclerosis of infancy",OMIM,208000,,,,,,
,,,,,,,,"occlusive infantile arteriopathy",db,key,,,,,,
,,,,,,,,,OMIM,614473,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,51608,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",68926002,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Generalized pustular psoriasis",https://ghr.nlm.nih.gov/condition/generalized-pustular-psoriasis,"GPP is the rarest form of psoriasis. Although the worldwide prevalence of",html:p,"autosomal dominant",,AP1S3,https://ghr.nlm.nih.gov/gene/AP1S3,"acute generalised pustular psoriasis",db,key,2017-05,2017-12-29,,,,
,,"GPP is unknown, the condition is estimated to affect 2 per million people in",,memo,related-gene,gene-symbol,ghr-page,"deficiency of the interleukin-36 receptor antagonist",GTR,C0343055,,,,,,
,,"Europe. It also occurs in approximately 0.6 per million people each year in",,"autosomal recessive",,CARD14,https://ghr.nlm.nih.gov/gene/CARD14,DITRA,db,key,,,,,,
,,Japan.,,,related-gene,gene-symbol,ghr-page,"generalized pustular psoriasis of von Zumbusch",GTR,C4015235,,,,,,
,,,,,,IL36RN,https://ghr.nlm.nih.gov/gene/IL36RN,GPP,db,key,,,,,,
,,,,,,,,"von Zumbusch psoriasis",ICD-10-CM,L40.1,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D011565,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,602723,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,614204,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,OMIM,616106,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,247353,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",238612002,,,,,,
"Genetic  with febrile  plus",https://ghr.nlm.nih.gov/condition/genetic--with-febrile--plus,"GEFS+ is a rare condition. Its prevalence is unknown.",html:p,"autosomal dominant",,GABRD,https://ghr.nlm.nih.gov/gene/GABRD,GEFS+,db,key,2017-07,2017-12-29,,,,
,,,,,related-gene,gene-symbol,ghr-page,"generalized  with febrile  plus",GTR,C1858672,,,,,,
,,,,,,GABRG2,https://ghr.nlm.nih.gov/gene/GABRG2,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1858673,,,,,,
,,,,,,SCN1A,https://ghr.nlm.nih.gov/gene/SCN1A,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C1858674,,,,,,
,,,,,,SCN1B,https://ghr.nlm.nih.gov/gene/SCN1B,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C2751777,,,,,,
,,,,,,SCN2A,https://ghr.nlm.nih.gov/gene/SCN2A,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C3150401,,,,,,
,,,,,,SCN9A,https://ghr.nlm.nih.gov/gene/SCN9A,,db,key,,,,,,
,,,,,related-gene,gene-symbol,ghr-page,,GTR,C3502809,,,,,,
,,,html:p,,,STX1B,https://ghr.nlm.nih.gov/gene/STX1B,,db,key,,,,,,
,,,,,,,,,GTR,C4015395,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,GTR,CN120574,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,GeneReviews,gefs,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D003294,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D004827,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,604233,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,604403,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,611277,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,OMIM,613060,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,613863,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,616172,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,33069,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,36387,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",699688008,,,,,,
"Genitopatellar syndrome",https://ghr.nlm.nih.gov/condition/genitopatellar-syndrome,"Genitopatellar syndrome is estimated to occur in fewer than 1 per million",html:p,"autosomal dominant",,KAT6B,https://ghr.nlm.nih.gov/gene/KAT6B,"absent patellae, scrotal hypoplasia, renal anomalies, facial dysmorphism, and",db,key,2013-02,2017-12-29,,,,
,,"people. At least 18 cases have been reported in the medical literature.",,,,,,"mental retardation",GTR,C1853566,,,,,,
,,,,,,,,GPS,db,key,,,,,,
,,,html:p,,,,,,GeneReviews,kat6b-dis,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D000015,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D008607,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D014564,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,606170,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,85201,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",702367005,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Ghosal hematodiaphyseal dysplasia",https://ghr.nlm.nih.gov/condition/ghosal-hematodiaphyseal-dysplasia,"Ghosal hematodiaphyseal dysplasia is a rare disorder; only a few cases have",html:p,"autosomal recessive",,TBXAS1,https://ghr.nlm.nih.gov/gene/TBXAS1,"diaphyseal dysplasia associated with anemia",db,key,2014-03,2017-12-29,,,,
,,"been reported in the medical literature. Most affected individuals have been",,,,,,GHDD,GTR,C1856465,,,,,,
,,"from the Middle East and India.",,,,,,"Ghosal hemato-diaphyseal dysplasia",db,key,,,,,,
,,,html:p,,,,,"Ghosal syndrome",MeSH,D010009,,,,,,
,,,,,,,,"Ghosal-type hemato-diaphyseal dysplasia",db,key,,,,,,
,,,,,,,,,OMIM,231095,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,Orphanet,1802,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",389214003,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Giant axonal neuropathy",https://ghr.nlm.nih.gov/condition/giant-axonal-neuropathy,"Giant axonal neuropathy is a very rare disorder; only about 50 affected",html:p,"autosomal recessive",,GAN,https://ghr.nlm.nih.gov/gene/GAN,GAN,db,key,2016-09,2017-12-29,,,,
,,"families have been described in the medical literature. The condition is thought",,,,,,"giant axonal disease",GTR,C1850386,,,,,,
,,"to be under-diagnosed because its early symptoms resemble those of other, more",,,,,,,db,key,,,,,,
,,"common disorders affecting the peripheral nervous system, such as",,,,,,,GeneReviews,gan,,,,,,
,,"Charcot-Marie-Tooth disease.",,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D056768,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,OMIM,256850,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,643,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",128207002,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Giant congenital melanocytic nevus",https://ghr.nlm.nih.gov/condition/giant-congenital-melanocytic-nevus,"Giant congenital melanocytic nevus occurs in approximately 1 in 20,000",html:p,"not inherited",,BRAF,https://ghr.nlm.nih.gov/gene/BRAF,"congenital giant pigmented nevus of skin",db,key,2014-12,2017-12-29,,,,
,,"newborns worldwide.",,,related-gene,gene-symbol,ghr-page,"congenital melanocytic nevus syndrome",GTR,C1842036,,,,,,
,,,,,,NRAS,https://ghr.nlm.nih.gov/gene/NRAS,"giant congenital melanocytic nevi",db,key,,,,,,
,,,,,,,,"giant congenital pigmented nevus",ICD-10-CM,D22,,,,,,
,,,,,,,,"giant pigmented hairy nevus",db,key,,,,,,
,,,,,,,,GMN,MeSH,D009508,,,,,,
,,,,,,,,GPHN,db,key,,,,,,
,,,,,,,,,OMIM,137550,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,626,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",254815002,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Gilbert syndrome",https://ghr.nlm.nih.gov/condition/gilbert-syndrome,"Gilbert syndrome is a common condition that is estimated to affect 3 to 7",html:p,"autosomal dominant",,UGT1A1,https://ghr.nlm.nih.gov/gene/UGT1A1,"constitutional liver dysfunction",db,key,2012-02,2017-12-29,,,,
,,"percent of Americans.",,memo,,,,"familial nonhemolytic jaundice",GTR,C0017551,,,,,,
,,,,"autosomal recessive",,,,"Gilbert disease",db,key,,,,,,
,,,,,,,,"Gilbert-Lereboullet syndrome",ICD-10-CM,E80.4,,,,,,
,,,,,,,,"Gilbert's disease",db,key,,,,,,
,,,,,,,,"Gilbert's syndrome",MeSH,D005878,,,,,,
,,,,,,,,"hyperbilirubinemia 1",db,key,,,,,,
,,,,,,,,"Meulengracht syndrome",OMIM,143500,,,,,,
,,,,,,,,"unconjugated benign bilirubinemia",db,key,,,,,,
,,,,,,,,,Orphanet,357,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,"SNOMED CT",27503000,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Gillespie syndrome",https://ghr.nlm.nih.gov/condition/gillespie-syndrome,"The prevalence of Gillespie syndrome is unknown. Only a few dozen affected",html:p,"autosomal dominant",,PAX6,https://ghr.nlm.nih.gov/gene/PAX6,"aniridia-cerebellar ataxia- disability",db,key,2014-07,2017-12-29,,,,
,,"individuals have been described in the medical literature. It has been estimated",,memo,,,,"aniridia-cerebellar ataxia-mental deficiency",GTR,C0431401,,,,,,
,,"that Gillespie syndrome accounts for about 2 percent of cases of aniridia.",,"autosomal recessive",,,,"aniridia, cerebellar ataxia, and mental retardation",db,key,,,,,,
,,,html:p,,,,,"partial aniridia-cerebellar ataxia-oligophrenia",MeSH,D015783,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,206700,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,1065,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",253176002,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Gitelman syndrome",https://ghr.nlm.nih.gov/condition/gitelman-syndrome,"Gitelman syndrome affects an estimated 1 in 40,000 people worldwide.",html:p,"autosomal recessive",,CLCNKB,https://ghr.nlm.nih.gov/gene/CLCNKB,"familial hypokalemia-hypomagnesemia",db,key,2011-02,2017-12-29,,,,
,,,,,related-gene,gene-symbol,ghr-page,"Gitelman's syndrome",GTR,C0268450,,,,,,
,,,html:p,,,SLC12A3,https://ghr.nlm.nih.gov/gene/SLC12A3,GS,db,key,,,,,,
,,,,,,,,"hypokalemia-hypomagnesemia, primary renotubular, with hypocalciuria",MeSH,D053579,,,,,,
,,,,,,,,"tubular hypomagnesemia-hypokalemia with hypocalcuria",db,key,,,,,,
,,,,,,,,,OMIM,263800,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,358,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",707756004,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Glanzmann thrombasthenia",https://ghr.nlm.nih.gov/condition/glanzmann-thrombasthenia,"Glanzmann thrombasthenia is estimated to affect 1 in one million",html:p,"autosomal recessive",,ITGA2B,https://ghr.nlm.nih.gov/gene/ITGA2B,"deficiency of glycoprotein complex IIb-IIIa",db,key,2015-09,2017-12-29,,,,
,,"individuals worldwide, but may be more common in certain groups, including those",,,related-gene,gene-symbol,ghr-page,"deficiency of platelet fibrinogen receptor",GTR,C0040015,,,,,,
,,"of Romani ethnicity, particularly people within the French Manouche community.",,,,ITGB3,https://ghr.nlm.nih.gov/gene/ITGB3,"Glanzmann disease",db,key,,,,,,
,,,,,,,,"Glanzmann-Naegeli disorder",ICD-10-CM,D69.1,,,,,,
,,,,,,,,"glycoprotein IIb/IIIa defect",db,key,,,,,,
,,,,,,,,"hereditary hemorrhagic thrombasthenia",MeSH,D013915,,,,,,
,,,,,,,,"hereditary thrombasthenia",db,key,,,,,,
,,,,,,,,"platelet fibrinogen receptor deficiency",OMIM,273800,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,849,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",32942005,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
Globozoospermia,https://ghr.nlm.nih.gov/condition/globozoospermia,"Globozoospermia is a rare condition that is estimated to affect 1 in 65,000",html:p,"autosomal recessive",,DPY19L2,https://ghr.nlm.nih.gov/gene/DPY19L2,"acrosome malformation of spermatozoa",db,key,2015-04,2017-12-29,,,,
,,"men. It is most common in North Africa, where it accounts for approximately 1",,,,,,"round-headed spermatozoa",GTR,C0403825,,,,,,
,,"in 100 cases of male infertility.",,,,,,"spermatogenic failure 9",db,key,,,,,,
,,,html:p,,,,,,MeSH,D000072660,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,613958,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,171709,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,related-gene-list,,,,"SNOMED CT",236818008,,,,,,
"Glucose-6-phosphate dehydrogenase deficiency",https://ghr.nlm.nih.gov/condition/glucose-6-phosphate-dehydrogenase-deficiency,"An estimated 400 million people worldwide have glucose-6-phosphate",html:p,"X-linked recessive",,G6PD,https://ghr.nlm.nih.gov/gene/G6PD,"deficiency of glucose-6-phosphate dehydrogenase",db,key,2017-05,2017-12-29,,,,
,,"dehydrogenase deficiency. This condition occurs most frequently in certain parts",,,,,,"G6PD deficiency",GTR,C0017758,,,,,,
,,"of Africa, Asia, the Mediterranean, and the Middle East. It affects about 1 in",,,,,,G6PDD,db,key,,,,,,
,,"10 African American males in the United States.",,,,,,"glucose 6 phosphate dehydrogenase deficiency",ICD-10-CM,D55.0,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Glucose-galactose malabsorption",https://ghr.nlm.nih.gov/condition/glucose-galactose-malabsorption,"Glucose-galactose malabsorption is a rare disorder; only a few hundred",html:p,"autosomal recessive",,SLC5A1,https://ghr.nlm.nih.gov/gene/SLC5A1,"carbohydrate intolerance",db,key,2007-07,2017-12-29,,,,
,,"cases have been identified worldwide. However, as many as 10 percent of the",,,,,,"complex carbohydrate intolerance",GTR,C0268186,,,,,,
,,"population may have a somewhat reduced capacity for glucose absorption without",,,,,,GGM,db,key,,,,,,
,,"associated health problems. This condition may be a milder variation of",html:p,,,,,"monosaccharide malabsorption",MeSH,D008286,,,,,,
,,"glucose-galactose malabsorption.",,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,606824,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,35710,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",190749000,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,"SNOMED CT",27943000,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Glucose phosphate isomerase deficiency",https://ghr.nlm.nih.gov/condition/glucose-phosphate-isomerase-deficiency,"GPI deficiency is a rare cause of hemolytic anemia; its prevalence is",html:p,"autosomal recessive",,GPI,https://ghr.nlm.nih.gov/gene/GPI,"glucose-6-phosphate isomerase deficiency",db,key,2013-12,2017-12-29,,,,
,,"unknown. About 50 cases have been described in the medical literature.",,,,,,"glucosephosphate isomerase deficiency",GTR,C3150730,,,,,,
,,,,,,,,"GPI deficiency",db,key,,,,,,
,,,,,,,,"nonspherocytic hemolytic anemia due to glucose phosphate isomerase deficiency",GTR,CN072763,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,MeSH,D000745,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,613470,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,Orphanet,712,,,,,,
,,,html:p,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",124669001,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",234404008,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,"SNOMED CT",52413004,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"GLUT1 deficiency syndrome",https://ghr.nlm.nih.gov/condition/glut1-deficiency-syndrome,"GLUT1 deficiency syndrome is a rare disorder. Approximately 500 cases have",html:p,"autosomal dominant",,SLC2A1,https://ghr.nlm.nih.gov/gene/SLC2A1,"De Vivo disease",db,key,2014-03,2017-12-29,,,,
,,"been reported worldwide since the disorder was first identified in 1991. In",,memo,,,,"encephalopathy due to GLUT1 deficiency",GTR,C1847501,,,,,,
,,"Australia, the prevalence of the disorder has been estimated at 1 in 90,000",,"autosomal recessive",,,,G1D,db,key,,,,,,
,,"people. However, researchers suggest that the disorder may be underdiagnosed,",,,,,,"glucose transport defect, blood-brain barrier",GeneReviews,glut1,,,,,,
,,"because many neurological disorders can cause similar symptoms.",,,,,,"glucose transporter protein syndrome",db,key,,,,,,
,,,,,,,,"glucose transporter type 1 deficiency syndrome",MeSH,D020739,,,,,,
,,,,,,,,"Glut1 deficiency",db,key,,,,,,
,,,,,,,,"GLUT1 DS",OMIM,606777,,,,,,
,,,,,,,,GTPS,db,key,,,,,,
,,,,,,,,,Orphanet,71277,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",445252005,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
"Glutamate formiminotransferase deficiency",https://ghr.nlm.nih.gov/condition/glutamate-formiminotransferase-deficiency,"Glutamate formiminotransferase deficiency is a rare disorder; approximately",html:p,"autosomal recessive",,FTCD,https://ghr.nlm.nih.gov/gene/FTCD,"Arakawa syndrome 1",db,key,2009-08,2017-12-29,,,,
,,"20 affected individuals have been identified. Of these, about one-quarter have",,,,,,FIGLU-uria,GTR,C0268609,,,,,,
,,"the severe form of the disorder. Everyone reported with the severe form has been",,,,,,"formiminoglutamic aciduria",db,key,,,,,,
,,"of Japanese origin. The remaining individuals, who come from a variety of",html:p,,,,,"formiminotransferase deficiency",MeSH,D008661,,,,,,
,,"ethnic backgrounds, are affected by the mild form of the condition.",,,,,,,db,key,,,,,,
,,,,,,,,,OMIM,229100,,,,,,
,,,,,,,,,db,key,,,,,,
,,,html:p,,,,,,Orphanet,51208,,,,,,
,,,,,,,,,db,key,,,,,,
,,,,,,,,,"SNOMED CT",59761008,,,,,,
,,,,,,,,,,,,,,,,
,,,html:p,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,related-gene-list,,,,,,,,,,,
